pid,utt_ind,act_type,text,needs_review
p72,4,Direct Instruction,"Yes — **play a1**.

It’s the corner, so it’s permanent, and with only **g2** left afterward you’re maximizing the final count. **g2 first** lets White take **a1**, which is too costly.",False
p72,5,Provide Correct Answer,"Yes — **h1**.

It’s the corner, so it can’t be flipped back. Also, if you play **g2** first, White gets **h1**; playing **h1** now should force White to have no move, then you take **g2** too.",False
p72,5,Direct Instruction,"Yes — **h1**.

It’s the corner, so it can’t be flipped back. Also, if you play **g2** first, White gets **h1**; playing **h1** now should force White to have no move, then you take **g2** too.",False
p72,5,Positive Feedback,"Yes — **h1**.

It’s the corner, so it can’t be flipped back. Also, if you play **g2** first, White gets **h1**; playing **h1** now should force White to have no move, then you take **g2** too.",False
p395,0,Direct Instruction,"G2 looks risky: it’s the “X-square” next to the empty corner h1.  

After Black plays g2, White may be able to take h1, and a corner is permanent. So before choosing g2, ask: **does it give White that corner, and do you get enough compensation afterward?**",False
p395,0,Hint,"G2 looks risky: it’s the “X-square” next to the empty corner h1.  

After Black plays g2, White may be able to take h1, and a corner is permanent. So before choosing g2, ask: **does it give White that corner, and do you get enough compensation afterward?**",False
p395,0,Prompt,"G2 looks risky: it’s the “X-square” next to the empty corner h1.  

After Black plays g2, White may be able to take h1, and a corner is permanent. So before choosing g2, ask: **does it give White that corner, and do you get enough compensation afterward?**",False
p395,1,Hint,"b6 is legal and fairly “quiet” — it only seems to flip c5.  

The key question: after b6, does White get a move that controls the bottom-left corner a8 area? Since a7/b7/b8 are all corner-adjacent, leaving that region unresolved can be costly. Compare how much mobility White has after b6 versus a move that restricts White there.",False
p395,1,Prompt,"b6 is legal and fairly “quiet” — it only seems to flip c5.  

The key question: after b6, does White get a move that controls the bottom-left corner a8 area? Since a7/b7/b8 are all corner-adjacent, leaving that region unresolved can be costly. Compare how much mobility White has after b6 versus a move that restricts White there.",False
p395,2,Direct Instruction,"Yes — the game is over because **there are 0 empty squares left**.

In Othello, the game ends when the board is full, or when neither player can move. Here the board is full, so there’s nothing left to play.

Final count: **Black 21, White 43** — White wins.",False
p395,3,Direct Instruction,"A move is legal only if the square is **empty** and placing there would trap at least one straight line of White discs between your new Black disc and an existing Black disc.

Here there are **no empty squares left** — the board is full. So Black has **no legal moves**, and White has none either. That’s why the game is over.

Final score by discs: **Black 21, White 43**.",False
p395,4,Direct Instruction,"“Trapping” means making a sandwich in a straight line.

A Black move is legal if, from the square you play, there is:

**your new Black disc → one or more White discs → an existing Black disc**

all in one straight direction: horizontal, vertical, or diagonal.

Example pattern:

`Black  White  White  [empty you play]`

If you play in the empty square, the Whites are trapped between Black discs, so they flip to Black.

But in your current board, there are **no empty squares**, so no one can place a disc anywhere. That’s why the game is over.",False
p161,0,Provide Correct Answer,"Best move for Black: **b7**.

Even though b7 is next to the empty corner **a8**, in this exact endgame it gives Black the best outcome. The key is not just the immediate flips, but that it preserves the strongest endgame sequence and limits White’s better replies compared with moves like **a7**, **b8**, or **c8**.

So if you want the optimal move here: **play b7**.",False
p161,0,Direct Instruction,"Best move for Black: **b7**.

Even though b7 is next to the empty corner **a8**, in this exact endgame it gives Black the best outcome. The key is not just the immediate flips, but that it preserves the strongest endgame sequence and limits White’s better replies compared with moves like **a7**, **b8**, or **c8**.

So if you want the optimal move here: **play b7**.",False
p161,1,Provide Correct Answer,"Yes — **b7 is the best move I’d trust here**.

This isn’t a “flip the most now” choice; it’s an endgame choice. The important points:

- **b7 flips the whole 7th row across to g7**, giving Black a strong edge structure.
- It does **not immediately give White a clean winning corner sequence** the way some other moves can.
- The alternatives like **a7, b8, c8, b6, g2** either give White better corner access or leave Black with worse mobility.

So if you want the **best possible move under endgame calculation**, play:

**b7**.",False
p161,1,Direct Instruction,"Yes — **b7 is the best move I’d trust here**.

This isn’t a “flip the most now” choice; it’s an endgame choice. The important points:

- **b7 flips the whole 7th row across to g7**, giving Black a strong edge structure.
- It does **not immediately give White a clean winning corner sequence** the way some other moves can.
- The alternatives like **a7, b8, c8, b6, g2** either give White better corner access or leave Black with worse mobility.

So if you want the **best possible move under endgame calculation**, play:

**b7**.",False
p161,1,Positive Feedback,"Yes — **b7 is the best move I’d trust here**.

This isn’t a “flip the most now” choice; it’s an endgame choice. The important points:

- **b7 flips the whole 7th row across to g7**, giving Black a strong edge structure.
- It does **not immediately give White a clean winning corner sequence** the way some other moves can.
- The alternatives like **a7, b8, c8, b6, g2** either give White better corner access or leave Black with worse mobility.

So if you want the **best possible move under endgame calculation**, play:

**b7**.",False
p161,2,Provide Correct Answer,"Play **c8**.

Why: among the legal moves (**g2, b6, a7, c8**), **c8** keeps Black’s best endgame result. It also plays on the bottom edge without opening a dangerous corner opportunity the way some edge-adjacent moves can.

We can plan the remaining Black turns, but White’s replies may change your legal moves. After you play **c8**, send the new board and I’ll give the next optimal move. If White has no legal move, White must **pass**, and Black moves again.",False
